Label,AnnRet,AnnVol,Sharpe,Sortino,MaxDD,TotalRet,Primary,Pair,Method,Window
VHT-VDE,0.0016351767154566509,0.09720163728022464,-0.4975721051396624,0.026318529388621604,-0.19177069685224835,-0.006167271218603387,VHT,VDE,ewma,20
VAW-VDE,0.005427826788077293,0.0894599002748966,-0.4982363391302603,0.09939396606152755,-0.16266910009180235,0.0028770382419944784,VAW,VDE,adaptive,10
VDE-VIS,0.008671872980797059,0.0825002309012866,-0.5009455921238928,0.1752708159002892,-0.14034139775844523,0.010631156574159029,VDE,VIS,ewma,10
VGT-VNQ,-0.00784244654341039,0.11298287235780853,-0.5119576563802298,-0.11557842024028935,-0.15079639757486807,-0.028074091117937572,VGT,VNQ,adaptive,10
VDE-VIS,0.006978665678300441,0.0831123252020701,-0.5176288139827905,0.1359302009186801,-0.15669237826345062,0.007101973297254371,VDE,VIS,ewma,20
VDE-VPU,-0.0023241189636199824,0.10066008249365,-0.5198100147287354,-0.035011361702048285,-0.17654142026434472,-0.014708964217822529,VDE,VPU,ewma,15
VCR-VOX,0.018956794907243862,0.059653823436431795,-0.5203891939271303,0.5406813555015242,-0.0686904461343475,0.03503062016309855,VCR,VOX,ewma,15
VHT-VPU,0.009352841185212037,0.07757681369387807,-0.5239601483915493,0.19308633577324572,-0.0770433157596816,0.01280260385674814,VHT,VPU,standard,20
VDE-VGT,-0.011750714611769747,0.11710037938203843,-0.5273314650015677,-0.16845931154770713,-0.19990227613110412,-0.0365659852514868,VDE,VGT,standard,20
VGT-VPU,-0.014209243951217558,0.12052479541676936,-0.5327471723074475,-0.20260068978355067,-0.13286362660271123,-0.04205644903612593,VGT,VPU,standard,10
VFH-VHT,0.016088731858382666,0.06347511939449733,-0.5342450469586207,0.462203907935566,-0.0905805538536768,0.028621047720627235,VFH,VHT,ewma,10
VIS-VPU,0.00794681932194749,0.0778437901981123,-0.5402252455979751,0.17636817197984572,-0.13755825645644582,0.009926375847829405,VIS,VPU,adaptive,15
VDC-VGT,-0.013926830500883518,0.11825598122719026,-0.5405801029046378,-0.19530206454508445,-0.19408748270824927,-0.041016944564773894,VDC,VGT,ewma,20
VDE-VPU,-0.004835835604092881,0.10139919766944169,-0.5407916124036405,-0.0819423540309069,-0.17448395336481803,-0.019750057727207393,VDE,VPU,ewma,10
VGT-VNQ,-0.00906792286976334,0.10897129250858811,-0.5420503098566817,-0.13989518515220453,-0.13776321950058423,-0.02959377952815212,VGT,VNQ,ewma,10
